Lat,Lon
47.2248,-106.7814
32.3602,-105.2997
43.6107,-97.8874
48.3838,-105.7177
47.6087,-106.3988
42.8346,-88.615
48.7949,-114.9415
48.6792,-113.9401
31.5878,-103.6724
37.5398,-92.5908
42.9067,-85.9026
47.3045,-106.0798
48.1812,-105.828
48.7709,-112.0478
47.5498,-104.3095
48.3531,-108.3783
48.8018,-116.0174
38.2129,-90.3635
35.3593,-101.3396
25.1615,-100.1363
48.7795,-114.0082
48.6847,-114.5663
17.7258,-64.7581
48.7311,-113.9594
48.8718,-112.3193
25.6608,-93.5723
42.7682,-83.4786
48.9046,-115.2849
48.3228,-110.995
48.8112,-115.6077
48.2195,-104.3755
48.2681,-107.173
48.9384,-114.6171
47.2827,-105.1664
25.6789,-94.6685
47.3766,-104.1107
47.364,-101.1642
48.9363,-114.2524
48.8559,-113.6939
47.1511,-104.9334
48.8737,-111.7622
49.0252,-117.0046
48.2364,-102.1024
48.827,-114.3279
42.5185,-84.0342
48.6476,-112.975
37.4841,-93.4655
47.2279,-105.8641
48.8433,-114.4687
42.0809,-81.9434
47.1692,-105.1647
49.0336,-109.8813
47.5532,-105.3371
48.0853,-105.905
18.5909,-66.6124
46.2422,-97.9623
48.8302,-117.8838
18.2046,-65.6295
38.158,-95.1312
47.3308,-107.3502
39.3468,-84.6352
47.2756,-105.6123
31.483,-103.2315
47.3572,-104.6443
47.417,-103.192
48.1383,-100.9717
37.5099,-89.6538
41.0439,-93.387
25.0658,-100.2266
47.3242,-103.5486
48.8918,-111.7765
41.861,-86.3158
47.8664,-103.7547
47.6277,-105.3088
47.194,-106.1042
47.3112,-106.989
47.826,-104.1224
48.4188,-111.2185
48.8502,-115.6007
37.5316,-91.1196
38.2935,-98.1946
42.5072,-84.6454
48.3408,-103.855
48.163,-100.7853
37.4769,-87.9855
44.1554,-96.2456
42.5546,-84.6358
18.5169,-66.1098
47.6199,-107.6679
48.2563,-104.1825
33.2096,-101.7154
44.5388,-96.1837
25.0313,-100.1124
42.6084,-82.2993
47.3669,-109.0346
48.7285,-113.257
49.0744,-110.8859
38.1406,-96.7769
47.2723,-104.2917
43.6855,-99.2067
47.155,-105.4249
43.278,-95.7759
25.627,-95.4229
31.2385,-103.0746
47.3369,-107.2944
47.3901,-104.9882
48.8405,-116.7479
48.8473,-115.3266
40.4461,-81.4954
48.2992,-105.84
43.8674,-102.394
42.3573,-82.3989
47.3175,-109.7236
18.1729,-66.0189
34.46,-105
47.2861,-105.6381
47.5711,-106.5855
47.3077,-104.9759
40.4802,-83.0686
47.1866,-106.6094
37.4552,-91.6894
44.5044,-99.8259
37.2281,-85.3449
47.7945,-107.8757
34.9635,-104.1511
39.9403,-87.4351
40.4962,-80.8988
48.2726,-103.561
31.6226,-102.7993
38.1968,-86.2473
43.9874,-99.7046
48.4622,-107.2689
47.87,-102.1347
48.8769,-115.1939
37.2456,-90.8703
43.6476,-97.7583
48.1239,-104.0565
41.2785,-80.6562
47.2956,-104.4757
48.8585,-115.0767
48.8867,-116.0672
38.2514,-90.0074
43.1077,-100.3167
48.834,-114.3159
47.4318,-107.2886
47.5934,-106.013
43.8397,-100.515
33.9225,-100.4937
49.0546,-114.1188
48.0983,-103.0792
46.8344,-97.9147
47.5974,-103.9642
25.973,-96.0804
48.3474,-103.4792
48.2399,-101.629
48.8618,-118.9996
41.8975,-85.6298
47.2464,-105.021
41.4939,-86.272
42.6283,-83.1084
37.4957,-90.704
48.3909,-108.13
26.0344,-102.6602
48.9076,-114.8401
45.8896,-104.1622
48.2523,-104.6164
34.4239,-104.154
41.85,-83.5979
38.4854,-95.2915
48.3809,-106.4389
43.9402,-100.8948
47.9544,-101.7173
33.245,-101.0295
47.5596,-102.4896
37.4358,-87.0594
30.1923,-91.0066
48.9976,-113.8532
47.2058,-103.5359
37.2852,-92.1883
47.8372,-106.436
48.2956,-105.7298
48.1787,-96.616
47.3936,-104.9081
48.9304,-115.3936
48.1312,-97.7196
32.9907,-100.7658
47.6012,-108.1559
26.1947,-100.91
48.8798,-117.2475
29.5479,-85.8856
18.6066,-66.6163
43.1493,-102.8491
48.1993,-97.8648
42.116,-80.8503
48.1406,-103.1386
42.1652,-83.6003
26.1612,-97.6866
43.1047,-97.9343
26.6012,-90.5135
37.462,-88.9043
26.2133,-99.5945
37.2421,-88.3534
47.7551,-103.924
48.2837,-108.7656
42.8895,-82.6651
34.7478,-104.4112
42.4392,-81.6464
47.7164,-108.6157
44.0073,-94.4459
45.4035,-100.8057
38.1939,-95.0575
29.5706,-87.8701
48.2258,-100.5046
48.151,-101.0512
24.9998,-99.9888
26.908,-100.747
43.9768,-99.3758
48.5153,-109.1599
44.575,-94.7495
47.1823,-104.6229
49.2743,-109.2096
41.7848,-85.6
18.1881,-65.8909
47.8872,-101.7222
33.1732,-104.3452
48.1548,-100.9274
42.6146,-84.3741
43.1824,-93.7945
43.8029,-101.9379
26.1794,-100.3431
29.5426,-84.5877
26.1764,-100.284
37.5963,-97.7766
43.0207,-94.9383
47.952,-104.9551
48.212,-104.7658
34.2801,-100.9179
49.0994,-112.5334
47.2654,-105.3111
48.8897,-116.1844
37.219,-85.2712
47.1319,-103.2127
48.8831,-113.5104
35.332,-94.5522
48.9287,-114.1072
27.14,-102.9939
26.2098,-102.4568
41.2952,-81.991
43.1802,-101.2848
30.2576,-88.697
25.1227,-100.0946
25.5425,-97.0738
41.3305,-84.4017
41.3663,-86.5287
43.0586,-97.0414
48.2653,-101.8398
44.4903,-94.7406
47.9763,-101.1926
26.0057,-97.3015
48.3134,-107.2043
35.1089,-102.5117
47.5745,-105.023
35.2618,-94.3389
47.2187,-103.8887
47.2122,-108.0138
37.1965,-84.2896
33.9581,-97.3715
49.0707,-112.4154
47.3703,-105.5916
47.5467,-106.4755
37.2083,-92.576
47.4139,-104.6146
41.9808,-83.8244
33.0674,-99.6662
25.2189,-100.4061
34.5318,-102.9805
43.9008,-97.0827
41.1947,-88.6894
25.5355,-93.9755
47.3435,-106.3954
37.5235,-93.0101
43.771,-101.1498
47.8556,-101.3295
43.8801,-100.3117
48.8955,-113.4494
47.713,-104.4298
31.1688,-101.6311
25.2957,-100.6323
47.9226,-101.7052
43.4749,-97.002
35.2882,-100.4926
47.5278,-102.3042
43.4271,-96.7504
47.8768,-105.8709
47.8488,-101.3048
42.5438,-82.3189
49.065,-117.5481
44.0639,-100.1592
29.6592,-87.0987
41.933,-84.2839
48.911,-115.4419
47.7514,-106.7021
48.3078,-105.9048
35.6137,-99.931
47.6399,-109.3076
27.3731,-96.8042
39.9054,-84.7548
47.6356,-103.5263
26.9408,-103.0229
43.5107,-100.4049
25.1895,-100.3665
26.1291,-99.6314
34.7106,-102.0249
37.288,-90.4635
47.7786,-101.9792
43.2869,-92.8386
41.2893,-83.3203
37.4724,-89.1596
48.9189,-115.0973
49.1989,-113.2325
47.1433,-102.1766
43.7562,-100.1577
43.2205,-98.4113
47.4042,-105.35
48.8685,-117.1036
47.1472,-106.3058
46.2553,-99.4674
44.0246,-99.0736
45.5654,-104.7592
29.5526,-84.7946
47.2215,-107.2199
38.2699,-85.2383
48.1132,-104.7649
46.9695,-98.8366
38.3542,-95.8824
49.0889,-114.9791
48.0472,-104.3844
47.2894,-107.9315
42.4703,-83.3356
47.5892,-105.0286
43.8639,-97.9577
48.0004,-99.8193
48.9259,-114.2914
37.4252,-84.9561
42.5628,-83.2523
29.5372,-87.0703
35.2544,-102.1233
45.3147,-102.5543
49.1041,-114.2693
47.9606,-102.8154
45.7655,-101.6484
26.234,-99.9092
47.9159,-102.5578
49.0358,-115.8528
43.1431,-99.5281
45.7744,-101.47
48.9774,-116.709
47.7661,-105.2745
44.4429,-99.6623
34.3879,-103.1309
43.5169,-99.7628
47.3974,-103.6084
47.6671,-107.0955
43.0878,-92.6733
33.1327,-102.8392
48.9456,-116.4846
43.1275,-93.4424
43.1458,-96.6943
38.2254,-84.7219
48.3021,-102.9956
43.5596,-100.5388
29.5217,-84.8289
37.277,-88.3492
49.1149,-113.9973
42.4903,-83.372
42.6484,-81.2181
47.1276,-103.8405
41.7337,-83.9405
46.4872,-97.8596
46.5335,-103.7139
41.8477,-84.011
48.103,-102.5941
48.1962,-105.3324
42.0109,-79.9704
43.9038,-102.0681
42.3854,-81.0196
41.8225,-81.5679
43.1474,-97.8351
38.1669,-93.526
35.0717,-101.9166
38.2486,-93.2483
24.9627,-99.9653
24.8911,-99.9903
47.7902,-100.3423
37.6128,-90.1992
45.7148,-99.9051
29.5324,-86.088
35.4319,-100.9862
37.2536,-91.5966
30.1448,-86.2314
47.3012,-108.786
47.4769,-106.4484
47.4278,-106.5549
46.0795,-99.4267
48.2803,-103.3649
41.7189,-85.8526
43.4143,-101.635
47.5638,-107.3504
47.8526,-107.832
26.8748,-101.2228
33.5552,-101.1578
41.863,-83.5784
38.2549,-88.7524
37.5632,-95.9874
49.0283,-113.4881
43.7074,-95.4265
33.5802,-101.4285
48.2482,-101.8002
47.2018,-105.3043
33.4223,-103.3569
42.0211,-81.8342
24.9153,-100.021
41.5087,-83.7776
42.7154,-82.6627
42.476,-82.0733
47.8802,-99.8805
24.8302,-100.1854
43.184,-102.0548
29.4325,-87.7956
37.4109,-94.5732
45.4717,-102.4452
35.2173,-100.509
41.8376,-83.5038
47.4201,-107.4677
47.9901,-105.2482
31.7279,-104.0337
47.8106,-100.9521
35.1786,-103.8039
45.5289,-97.7631
38.2858,-93.4164
29.492,-85.9616
38.3379,-95.3561
33.0975,-102.9331
42.3953,-83.2823
46.8149,-97.1115
48.1879,-102.4036
35.216,-98.7279
47.6472,-107.774
49.0163,-115.9808
27.1756,-102.9338
28.6863,-88.9816
48.9678,-116.6522
48.9422,-116.5067
42.3885,-83.4859
44.0148,-96.4773
34.8386,-99.6819
24.8616,-100.0652
37.3685,-90.4626
27.0741,-100.3983
37.623,-87.4354
48.1472,-99.8182
42.3489,-83.3591
34.7835,-104.4394
47.6318,-106.1896
47.9641,-103.8277
43.2309,-98.6443
40.3271,-83.8343
48.0593,-103.2818
38.1779,-87.9215
49.2318,-111.9254
27.2081,-101.1606
26.2454,-100.0734
47.678,-110.1659
43.9138,-97.9331
42.6648,-82.1602
29.5926,-85.5638
45.4383,-101.7818
47.7827,-105.0233
47.4469,-104.3372
46.1673,-94.495
42.3206,-82.9094
27.3411,-94.5725
33.0624,-100.2498
40.4612,-84.3661
34.7453,-102.2187
47.1036,-103.0834
47.7585,-104.3986
48.9517,-113.9249
47.787,-103.8107
25.2312,-100.4986
33.4933,-103.3391
40.4627,-80.8781
47.605,-103.0895
47.1723,-107.0697
30.1808,-91.0393
26.1118,-102.8466
44.1152,-96.8299
47.2089,-104.1675
47.3504,-104.4963
46.5296,-103.081
42.5272,-83.6204
48.0212,-101.5934
47.2925,-105.6582
35.4679,-97.8638
37.4503,-94.3693
26.0702,-99.004
26.4661,-95.6005
48.9952,-115.9267
26.012,-101.9321
40.5648,-84.1519
47.9738,-101.0024
44.5504,-94.1194
42.1492,-82.2871
42.4496,-83.5766
47.198,-106.3801
43.9697,-99.3616
35.4718,-97.0888
49.3133,-108.5558
47.5432,-105.6096
26.9731,-98.7995
43.324,-94.0557
48.9652,-112.7711
38.2346,-87.3884
30.363,-88.9727
25.5106,-97.1676
48.244,-105.8534
28.666,-86.8429
47.4107,-105.0326
32.4631,-103.5555
27.1748,-101.091
42.3329,-82.6509
37.4875,-91.2304
39.8998,-90.2764
44.8197,-100.6767
47.1626,-105.6494
43.2503,-92.3371
48.0893,-103.564
47.0337,-101.6137
37.3475,-84.8183
44.5277,-90.3798
47.8044,-103.5955
47.77,-97.9592
43.269,-94.6975
34.7826,-101.3424
48.2326,-101.0737
44.0609,-98.8952
25.5568,-93.9499
41.7016,-82.4873
25.9799,-99.2715
37.2054,-84.4795
30.1834,-89.9541
25.5692,-93.6823
27.0044,-98.1566
26.9391,-96.4295
33.1623,-99.8899
42.5343,-85.0419
49.1104,-113.7248
40.3108,-83.0794
47.8073,-102.4981
42.4868,-83.1678
29.5064,-84.4046
37.2968,-91.2854
48.9005,-117.7389
41.9697,-83.2665
45.7275,-100.4597
25.2521,-97.1474
48.2165,-101.2089
38.2155,-84.5402
37.5533,-93.0032
42.9155,-96.715
47.6584,-108.658
44.4024,-99.8284
48.03,-105.4072
35.4928,-90.8933
29.6458,-87.8454
36.9307,-97.8661
37.2496,-91.222
41.1844,-86.4064
43.8931,-98.3674
41.8948,-83.5747
43.4229,-98.1062
29.6044,-84.7297
47.7976,-103.6761
41.8454,-86.5767
45.9653,-102.1931
42.6015,-85.3602
37.3715,-90.904
41.7866,-84.8945
29.6403,-86.9596
48.9697,-114.054
26.047,-101.4387
47.2686,-105.436
33.3512,-104.2522
46.8638,-99.7752
49.0764,-114.2869
49.3114,-112.2339
47.624,-105.7214
33.0943,-98.8032
41.2673,-83.1141
46.9309,-99.5824
25.4121,-97.1815
41.3318,-85.5044
33.3867,-103.654
38.2911,-94.9056
40.1592,-81.7923
37.5716,-98.0612
48.9159,-116.1663
43.8296,-101.6703
48.3335,-108.5465
38.7083,-101.3618
48.074,-101.2846
41.7964,-86.1685
44.5824,-100.5718
35.8286,-99.2107
31.3436,-102.481
41.3884,-83.9792
49.1595,-115.1641
38.3672,-90.3424
35.4251,-95.7007
42.0287,-82.3031
34.6396,-103.0246
38.1478,-89.9797
34.173,-100.0498
44.0416,-94.4768
38.3297,-98.2001
30.9844,-95.1626
42.574,-84.335
49.1453,-114.411
43.8171,-98.7783
35.0358,-101.4917
48.959,-114.5544
34.6757,-102.0597
38.1057,-83.7295
35.2503,-101.64
40.1078,-81.2387
42.0435,-81.8269
30.6145,-92.5231
47.458,-104.1177
48.2923,-105.9571
47.2319,-104.6943
44.5086,-99.6731
41.8154,-85.7121
35.0348,-99.3287
38.2064,-88.4451
42.4798,-86.0087
35.3622,-102.8966
46.5477,-101.195
30.301,-88.8123
48.1591,-97.7514
27.9264,-91.4957
43.0099,-87.6359
34.7184,-100.0103
47.8225,-103.0683
47.5244,-106.7557
25.4432,-100.3435
38.3272,-96.17
44.0183,-100.3128
46.9613,-101.3387
46.014,-105.2129
34.8543,-102.4273
41.8281,-84.5224
42.4672,-83.4948
43.6079,-95.7982
26.0997,-100.3072
35.3255,-103.0182
47.1593,-105.7329
37.4063,-89.0341
49.3497,-110.5756
34.1098,-98.1651
28.5751,-88.6881
42.3546,-82.0947
48.3202,-103.833
46.9851,-103.3106
44.2488,-95.5533
47.9285,-100.083
31.3783,-102.872
47.8007,-102.1088
44.1748,-98.8179
48.0241,-100.1528
48.007,-103.5528
42.7973,-92.5592
38.3026,-94.8887
48.1008,-102.6375
47.9424,-103.5267
42.0949,-82.7221
41.803,-86.4267
43.7434,-98.5851
43.3624,-99.1473
42.1143,-80.7391
45.4182,-101.1361
48.9223,-115.6174
43.927,-101.2612
49.2792,-112.7466
48.019,-105.5184
47.6851,-105.7952
41.1277,-86.4816
26.1339,-100.0997
44.0774,-97.3743
40.3776,-82.9224
49.014,-114.2929
41.316,-83.0509
41.3644,-83.1829
42.0567,-83.8931
34.6769,-100.5002
43.2352,-102.1852
27.1412,-98.9696
39.4747,-83.3417
47.5175,-103.0075
29.6289,-85.2105
36.5833,-91.6527
30.1584,-88.2341
35.0707,-99.8759
44.5729,-100.9738
26.2696,-99.1559
46.1172,-97.4422
29.6826,-88.3929
44.8387,-98.5658
25.4503,-93.8197
43.0684,-95.9579
47.2156,-106.6117
42.955,-93.8871
47.0051,-102.2839
48.3561,-103.6561
22.2297,-86.2672
47.8333,-103.5648
29.5267,-86.1633
45.3056,-102.1557
42.0007,-84.0149
43.9745,-93.387
43.5971,-96.1565
40.0162,-89.6114
29.6503,-87.3697
39.4053,-87.2758
45.6392,-104.4304
46.9928,-105.3593
25.4849,-95.573
47.644,-103.872
47.7486,-103.0015
42.1992,-82.8844
35.1941,-100.4316
41.6128,-88.4644
45.9688,-102.4894
48.0708,-104.564
27.8921,-89.3948
40.5089,-83.8804
47.9036,-105.4419
34.9625,-103.2749
40.0242,-84.5002
42.7509,-82.9855
26.9758,-97.9468
43.0307,-96.7932
43.4088,-99.6698
33.0384,-100.217
43.9378,-96.9064
47.7618,-100.2868
43.5726,-99.5897
25.4785,-97.113
45.3007,-101.7071
42.3831,-84.7245
31.9028,-104.0301
18.1534,-66.0355
38.1845,-99.6993
45.6776,-103.822
35.3878,-96.017
41.5431,-84.8241
34.4963,-100.9132
47.7741,-102.8483
40.4441,-82.1141
46.7959,-101.026
29.6714,-86.6186
42.984,-95.2113
38.2638,-91.5981
44.3761,-97.4964
43.9536,-100.2262
33.6307,-103.01
38.2605,-85.549
38.1752,-99.2688
33.0594,-99.9105
43.8245,-94.4192
38.3246,-90.5599
35.6053,-98.1252
43.5247,-99.2682
35.5267,-92.6214
29.5767,-84.7003
47.5065,-102.4726
45.9279,-100.4564
49.2725,-111.803
31.2034,-101.5823
31.448,-105.2895
43.9167,-98.8615
49.0487,-114.2023
44.6133,-94.7935
43.026,-93.8174
41.0544,-82.5679
33.3069,-99.4115
33.2086,-103.6141
41.8819,-84.1301
44.5866,-96.5088
42.3698,-83.6232
41.0053,-92.8413
46.1047,-100.7595
43.9066,-100.2067
38.3187,-90.6917
41.7511,-82.4098
47.0742,-103.0657
41.3991,-83.0971
43.5619,-98.1213
43.856,-99.5396
47.6823,-103.831
25.1346,-100.1056
43.4637,-100.6574
43.6745,-95.8889
41.4016,-86.7096
41.7709,-81.0231
35.2868,-95.3105
35.1817,-98.1817
47.1231,-104.224
30.2212,-91.3324
42.9747,-88.5019
37.2321,-87.646
34.7472,-101.4199
29.5872,-87.0204
46.4491,-98.1359
34.8026,-95.8833
46.888,-101.9057
42.0092,-86.0212
41.1576,-90.4414
44.4652,-97.5701
27.9879,-89.5024
48.9623,-114.1031
37.3968,-91.0398
34.7464,-101.9015
41.1745,-83.9652
25.9975,-98.6763
49.011,-111.01
41.3786,-83.9283
34.8211,-97.8319
34.9377,-102.1359
26.172,-99.813
39.4791,-86.2843
41.2311,-85.0675
43.5997,-100.738
47.3608,-105.7285
25.2627,-100.8591
41.2694,-83.9473
39.5003,-85.1521
45.9785,-99.3742
47.9355,-100.3741
29.6625,-89.6942
29.6102,-84.6823
42.5707,-82.8605
40.7677,-80.3475
47.2561,-105.1423
44.6358,-96.3905
40.3758,-83.2282
35.4736,-93.4308
35.2533,-103.9302
46.5023,-103.0689
42.4595,-82.9332
47.8964,-99.8416
45.3993,-101.8098
28.7867,-90.0665
42.4088,-83.5429
47.0297,-104.5443
46.9889,-101.2266
25.5486,-95.608
38.1308,-95.0078
46.1479,-101.469
28.446,-93.0803
44.0119,-91.7452
35.6149,-103.0188
34.82,-99.4784
41.8012,-83.2986
35.5049,-99.0479
38.335,-89.2483
25.6009,-95.5012
35.3996,-95.4306
18.4932,-65.9353
42.2128,-85.0373
38.3726,-90.4183
42.373,-83.1076
26.5542,-95.1431
48.1175,-103.0336
39.3821,-85.0822
32.4307,-101.0981
44.4058,-100.6523
29.3967,-90.9663
35.3233,-95.9345
46.7036,-100.3209
26.7494,-96.3554
45.8142,-105.4652
44.5009,-96.0717
48.0681,-104.6527
43.1927,-97.3121
40.1912,-83.8816
27.9103,-86.3757
43.8749,-91.4264
37.2671,-87.5853
38.1284,-89.4931
48.9337,-111.6957
47.9799,-104.0656
37.441,-87.3146
28.4771,-93.7692
42.6934,-84.0362
43.1245,-93.8961
28.443,-92.4602
39.5969,-85.9757
27.0081,-100.7614
32.1108,-102.7173
25.4605,-93.9461
35.541,-99.0861
41.46,-84.5624
49.0061,-114.3339
38.3477,-97.1768
45.9295,-97.0808
44.5403,-96.3845
25.2386,-100.4012
43.1552,-93.7442
44.5783,-95.9152
37.1731,-92.7479
41.6506,-83.1448
41.1487,-87.251
29.4472,-87.9532
44.0525,-95.4466
31.2733,-102.1685
49.141,-113.1789
46.5794,-100.9738
46.6573,-99.3273
47.5311,-106.5028
43.5224,-100.4278
35.2067,-95.4155
47.1115,-102.8819
34.0651,-100.9378
47.913,-99.7034
47.6158,-105.2196
45.0659,-100.2416
34.4775,-96.448
46.8553,-97.1008
48.9845,-116.8527
37.4299,-89.4072
41.082,-90.8925
47.0955,-103.6814
43.3532,-97.8278
48.0136,-98.5381
43.4883,-103.4808
43.1977,-99.1924
31.7625,-104.1743
45.6323,-104.2156
43.1858,-97.9726
42.5831,-83.6474
34.9572,-100.9639
37.7223,-90.8933
35.3924,-95.064
43.948,-93.2362
39.8352,-85.6998
37.3797,-85.3994
33.6353,-105.3286
41.417,-84.3474
40.2756,-82.8554
35.7795,-102.9154
47.8144,-100.8248
47.8184,-99.671
42.4335,-84.2051
48.0329,-96.6313
29.5648,-85.9535
29.7356,-88.2141
42.4152,-84.202
46.8042,-95.6843
49.0314,-114.3416
31.134,-99.9668
43.5018,-98.7043
44.5645,-95.2942
47.8585,-99.6159
42.6387,-84.09
30.0871,-87.7521
44.432,-102.4307
31.9334,-102.1864
41.0189,-83.184
43.6886,-97.0872
29.517,-86.9889
47.0993,-104.3265
38.9913,-92.563
46.0611,-104.4134
47.51,-105.6759
40.3612,-80.0782
42.4966,-84.1407
47.1188,-103.9339
44.6008,-98.633
42.5411,-85.122
49.0003,-114.9705
49.151,-114.9817
34.7119,-100.5769
41.7688,-85.0005
34.4847,-97.3124
35.2187,-99.4977
38.6719,-99.0516
49.0225,-114.6153
45.5111,-100.8617
41.7912,-84.9694
37.63,-94.3422
42.0657,-84.125
44.6508,-98.4291
47.1077,-107.3246
43.9093,-96.1555
46.5411,-100.5878
43.614,-100.137
47.8898,-103.5874
31.3049,-101.4886
47.0821,-101.8762
33.1023,-101.9029
43.3147,-99.1544
42.5789,-85.329
45.4422,-97.614
45.8017,-104.2714
26.8418,-105.1805
47.6125,-104.7894
29.5593,-84.7812
27.1061,-96.9012
49.1539,-114.6361
27.4757,-99.4311
46.6617,-98.9197
33.316,-100.5487
43.3753,-96.9205
46.8817,-100.4096
47.8931,-104.7363
41.8843,-84.4318
41.3512,-85.501
39.096,-86.6501
29.7281,-88.676
38.2217,-92.6197
41.8107,-83.1102
37.2375,-84.9023
35.326,-101.3524
44.639,-99.1439
43.2662,-100.6801
34.4898,-99.9146
41.3425,-84.7305
38.2888,-89.9087
41.4366,-84.3971
43.7788,-96.3986
45.5147,-102.5448
29.4968,-89.0573
43.9192,-98.2293
37.3929,-86.0706
47.7197,-102.4501
40.8808,-86.9466
46.6656,-99.5645
30.344,-90.017
38.1222,-91.2928
34.8309,-100.6135
49.1432,-114.4975
34.9276,-103.9018
34.4958,-104.0431
27.8034,-97.1903
40.9844,-82.9235
44.1462,-96.4313
